sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,L_rest,crown_height,max_stress,mean_stress,cable_tension,boundary_reaction_mean,verts_path,stress_path,H_mean_x0,r_x0,H_mean_y0,r_y0,T_wale_x0,T_course_y0,von_mises_x0,von_mises_y0,sim_failed
10,motif1_nocable,1,False,1.3303242445588015,1.36120770956577,63.46640587651751,1126.5637907216717,1.325,0.05987585,5551.11347271,5494.68174625,0.0,275.29506552,,,0.5149075220042655,0.0528614433109266,0.4230571216948944,0.0553578735209133,2780.4044282608697,6335.210675510204,5526.550513043478,5500.038871428572,False
11,motif1_nocable,1,False,0.8325124545307022,0.8847259936383861,29.18255322028708,840.154267297213,1.325,0.0,1448.33964432,1448.33964432,0.0,84.33511769,,,0.0,,0.0,,-975.6477999999996,-1664.1619999999998,1448.3396,1448.3396,True
12,motif1_nocable,1,False,1.004029449079004,1.1702598024458897,15.93358165681707,371.5905359097159,1.325,0.05572782,2382.99975603,2347.5474054,0.0,109.76335437,,,0.4802217468494728,0.0529989156060892,0.4326040679001832,0.0553247007051767,365.7845673913045,2532.614542857143,2340.5698782608697,2370.572787755102,False
13,motif1_nocable,1,False,1.014659403426368,1.0459236417132003,86.1541921505299,1133.2157778873634,1.325,0.21206618,1946.08693024,1642.2144937,0.0,64.17817381,,,1.4509412785478226,0.0528961050992598,1.313607798153823,0.0566928389272616,759.2131244444444,1814.084295652174,1880.6071822222225,1575.6331847826086,False
14,motif1_nocable,1,False,1.055059995429664,0.9585699331039822,32.01996503095957,736.4653392544989,1.325,0.21810787,1098.09875465,860.37416304,0.0,34.30569853,,,1.4411941795215495,0.0534269059584748,1.446678757402889,0.0561349536630968,938.467655555556,900.4566260869567,926.3669755555557,923.3826304347824,False
15,motif1_nocable,1,False,0.8114343916796456,1.2877445599473538,19.24802957018771,1036.4561109416452,1.325,0.07780974,4479.56177072,4374.73339109,0.0,249.69946831,,,1.6471855540732887,0.0544371149079086,0.5585918447846393,0.0553464598976825,-281.7473111111111,4281.051555102042,4355.529806666667,4419.689269387755,False
16,motif1_nocable,1,False,1.192472023608482,0.9551179101630852,89.6051561631274,755.8603513002487,1.325,0.16730608,1520.20736882,1300.89548333,0.0,64.89769606,,,1.1899577406124024,0.0534583484943647,0.9969521531866972,0.0554541797067347,1440.0744066666668,473.2569520833333,1253.1824644444443,1383.5497708333332,False
17,motif1_nocable,1,False,1.2737283721591004,1.2975054378939233,13.298250782554977,744.8899660304189,1.325,0.04952576,4418.07851221,4383.47258082,0.0,220.47736151,,,0.3902939733611447,0.0528653694017306,0.3819987001140783,0.0552881091929965,2228.648676086956,5076.590275510205,4381.769154347826,4407.461577551021,False
18,motif1_nocable,1,False,1.2708778518238038,1.1312035367043405,47.40438867377581,771.6114427367982,1.325,0.08465196,2384.82791326,2299.60870169,0.0,124.96415642,,,0.7044245254415392,0.0528819580768745,0.6316739211988452,0.0553611051865184,1964.691382608696,2567.9929163265306,2328.367191304348,2326.834634693877,False
19,motif1_nocable,1,False,1.032559187992511,0.870018104948089,12.125434595161344,500.3367979758134,1.325,0.24359403,1894.74164374,860.6363451,0.0,36.75806048,,,1.5173416660630932,0.0541025210889876,1.419859716564206,0.0573545769796584,878.9276659090909,255.8077478260869,938.3097681818184,717.1723043478261,False
20,motif1_nocable,1,False,1.2865993864062193,1.134374728017865,84.20881885404572,910.6784983724516,1.325,0.0941964,2540.09705507,2432.94479872,0.0,131.50798419,,,0.7713273690984008,0.0528616501646173,0.6929608181354714,0.0553598551684512,2097.330137777777,2679.158271428572,2485.3308044444443,2450.607806122449,False
21,motif1_nocable,1,False,0.8030958241942239,1.3068710409440143,1.6456155400350514,923.117601710844,1.325,0.06390717,4694.51793204,4626.37930806,0.0,271.06947311,,,1.4947852493418223,0.0648592406914616,0.4712225807807028,0.055218361700694,-289.9672391304348,4516.663424489796,4602.65617173913,4665.016220408164,False
22,motif1_nocable,1,False,1.0302749647838116,1.3835168000972309,73.62795491778702,301.4423713015027,1.325,0.01674083,5616.90225316,5612.41940064,0.0,304.1145275,,,0.1334995355070636,0.0528294431797688,0.1247827586958488,0.0552675799257244,910.0961531914896,6010.653014285715,5615.368695744681,5611.552648979592,True
23,motif1_nocable,1,False,1.1854472504422136,0.9233338342151542,52.74199672317844,232.36994361193723,1.325,0.09618031,1506.02595328,1158.42081357,0.0,53.1611832,,,2.9664542591425977,0.0746236161873603,2.1802635055387625,0.0680042312297348,1089.0348340425533,-92.15956470588236,1134.599059574468,1142.3742568627451,False
24,motif1_nocable,1,False,1.085634114574899,1.3851356337514562,71.42921908338832,320.52072262053576,1.325,0.01772659,5633.01094813,5628.21441382,0.0,298.02738125,,,0.1414627110407537,0.0528284817961313,0.1319116528514839,0.0552717956181201,1219.4077936170213,6136.934426530611,5631.469863829786,5627.463159183673,True
25,motif1_nocable,1,False,0.9126171579682704,1.1870556935600265,34.489543505152376,1184.1117078605157,1.325,0.1380404,3311.22538121,3094.61483534,0.0,150.47764143,,,1.0702131722430115,0.0541271297271516,0.9045091734004328,0.0566300346585476,154.72251555555553,3246.38736,3096.1419711111107,3170.337316,False
26,motif1_nocable,1,False,1.3206823718741476,0.9094944565538384,18.268947367952613,942.6273798839542,1.325,0.14549892,2437.57977766,2186.78280607,0.0,117.62498859,,,1.0474778491456491,0.0527698549967655,1.0171136795431337,0.0562403701425587,2240.34882,93.73145833333332,2232.9901200000004,2124.4364854166665,False
27,motif1_nocable,1,False,0.9832190574299872,1.341817271847367,42.378499344218845,853.1948308913819,1.325,0.05416024,5067.26702818,5022.75055565,0.0,269.97311655,,,0.4334782275258093,0.0529484174351899,0.4305808835246567,0.0554806267971154,612.340452173913,5313.08361632653,5029.914780434783,5034.52123877551,False
28,motif1_nocable,1,False,1.0007996328099005,1.139130496418518,76.22937822589397,981.6239783023908,1.325,0.14261142,2528.41620569,2349.19753447,0.0,105.24060476,,,1.1721318917740966,0.053007226872671,0.9483410066654924,0.0565713066364948,536.5699511111111,2536.5677204081635,2481.0454,2312.389897959184,False
29,motif1_nocable,1,False,1.2785092353628098,1.120549631720151,28.706153030857525,998.3566970866684,1.325,0.10728149,2460.68067319,2325.9734313,0.0,124.89985195,,,0.7938188735430256,0.052902588284365,0.7738292064904826,0.0553687855717029,2090.75654,2601.57668125,2355.3715044444443,2382.3784812500003,False
30,motif1_nocable,1,False,1.365962827977418,1.0397954317068614,26.15186710380888,524.4241403110691,1.325,0.06142497,2099.48301699,2071.76133012,0.0,127.4535914,,,0.5157087880238347,0.0528337119842071,0.4680687870227978,0.0553267421711605,2401.883963043478,1357.6846020408166,2085.503532608696,2076.540491836735,False
31,motif1_nocable,1,False,1.3499292137477716,0.8402215816366571,61.049990122761166,987.3261633673654,1.325,0.15322896,3175.95605723,2562.68227181,0.0,142.11522624,,,3.628406551165208,0.0688825777511611,2.3907912384362557,0.0582048215342737,2306.1742428571424,-314.4957145833333,2468.319742857143,2545.6877,False
32,motif1_nocable,1,False,1.0231229161240878,0.8652719643878082,57.33186228144677,533.4544036260958,1.325,0.25436333,1928.15688799,834.16272682,0.0,35.38285318,,,1.3278571164747022,0.053935682688799,1.348359686048042,0.0571869337230874,800.385761904762,88.34669130434783,802.5762642857143,871.6815304347826,False
33,motif1_nocable,1,False,1.0777468695569294,1.1911969788660484,60.44025209846276,598.1717975647696,1.325,0.07112442,2752.58195114,2702.00347748,0.0,129.31977313,,,0.6135262945887594,0.0529108805273909,0.5536509671042658,0.0555420963990685,841.8618521739129,3025.270487755102,2732.3656478260878,2704.4597857142858,False
34,motif1_nocable,1,False,1.2634264571363696,1.02130998225765,85.11200680268645,543.9714251645715,1.325,0.09056833,1545.07536639,1492.25797516,0.0,86.46998036,,,0.7415098590069727,0.0529633756129197,0.6677441009675644,0.0553262337679008,1717.1257326086954,988.2748979591836,1497.109382608696,1521.5738938775514,False
35,motif1_nocable,1,False,1.036458120294144,1.0954428762733035,68.13327702608267,728.0809827168221,1.325,0.13698347,1828.96521583,1680.44154666,0.0,74.36411024,,,1.1296448513795607,0.0530667619620747,1.1313312690154156,0.0563387311458695,619.6512022222222,1898.0666775510203,1783.4747733333331,1674.056457142857,False
36,motif1_nocable,1,False,0.95867925597873,0.9512081035210944,5.471803533518937,828.0293157805429,1.325,0.26060205,1231.43396798,946.56772742,0.0,27.55350619,,,1.5236579289935377,0.0540725365258894,1.358650262237348,0.0557649602464264,702.9512577777779,1273.2415644444443,916.5859555555554,1132.5191044444446,False
37,motif1_nocable,1,False,1.0258356631021537,0.8755000197689384,27.05046920073413,882.1275499239978,1.325,0.28394494,1913.34821021,1012.85631188,0.0,36.88118924,,,1.4324807500220031,0.053415254920382,1.584322933358001,0.0561459431499445,1120.3486476190474,671.8816977272728,1124.6567333333332,977.3035727272728,False
38,motif1_nocable,1,False,1.1142281286093652,0.8286144535807682,53.23241756803102,561.6910967104122,1.325,0.0,2055.08936697,2055.08936697,0.0,60.25116671,,,0.0,,0.0,,373.0298,-1843.0242,2055.0893999999994,2055.0894000000003,True
39,motif1_nocable,1,False,1.308578096755464,1.267744509853503,45.55647627510242,778.2075731776854,1.325,0.05434502,4062.31817952,4019.78287235,0.0,205.22536932,,,0.4675120908373068,0.0528620926634914,0.4192004355303853,0.0553285156442522,2411.6247717391307,4656.7299081632655,4033.664710869565,4033.755073469388,False
40,motif1_nocable,1,False,1.1106476660589075,1.084809618372503,17.484957533141266,433.3600506982223,1.325,0.08763813,1418.32376668,1346.09406957,0.0,68.17336313,,,0.728834945441664,0.053011185509807,0.6539695337834244,0.0553823373809913,875.5506804347827,1604.7755387755103,1347.4868543478258,1391.5115469387754,False
41,motif1_nocable,1,False,1.355130940909001,0.939374299806391,22.308555991338523,897.2065958249871,1.325,0.12187403,2381.74891287,2227.40712146,0.0,124.94855117,,,0.9218335933112732,0.0527925167823711,0.994476574395637,0.0557975540429674,2402.895517777777,349.9601208333333,2265.5854000000004,2197.5797208333333,False
42,motif1_nocable,1,False,1.1606092484108528,1.3360492107435544,64.79132410169696,483.5746694207425,1.325,0.03091532,4855.13066832,4842.60859132,0.0,245.4201147,,,0.2462830297733702,0.0528369822860221,0.2292716189397807,0.0553052929065529,1561.2892130434789,5430.182863265306,4850.857582608696,4842.330969387755,False
43,motif1_nocable,1,False,1.2936632296086823,1.0056675574743794,53.97792673412963,818.6539829054556,1.325,0.11937466,1815.85988865,1734.41985244,0.0,98.9296371,,,0.9163423147866538,0.052923594272863,0.9463820995411912,0.0553055348551391,2018.0284577777784,1035.81235,1751.3597555555557,1770.4045895833333,False
44,motif1_nocable,1,False,1.2158767055093909,1.1197437592908024,77.77313866402515,1119.3442790237764,1.325,0.13040951,2442.12602675,2252.68854812,0.0,112.14363495,,,1.02372896118016,0.0528945650198582,1.022494869285458,0.0555378240258876,1737.62738,2558.2115916666667,2355.9133,2272.9697604166668,False
45,motif1_nocable,1,False,0.8682552690244167,1.0593942419550944,67.2508915633871,763.4467965789962,1.325,0.19049386,2080.70473551,1729.00179447,0.0,77.48778935,,,1.3090295573459956,0.0542826713643752,1.0703529139498005,0.059696121424403,-83.2492181818182,1644.9147102040813,1830.42645,1672.55533877551,False
46,motif1_nocable,1,False,0.8991135339882951,0.8005846929767708,81.24081333453204,246.1252912060179,1.325,0.0,2206.6411246,2206.6411246,0.0,95.47680663,,,0.0,,0.0,,-791.1042999999999,-2493.1414,2206.641099999999,2206.6411,True
47,motif1_nocable,1,False,1.1772060483565916,1.218631453140162,65.98675018744431,235.02842322502767,1.325,0.02296439,3046.65379049,3040.3549181,0.0,152.67024646,,,0.1831935297144588,0.0528326675206539,0.1705115722988202,0.0552869039241383,1408.5296489361704,3489.467828571429,3044.293031914894,3040.589991836735,False
48,motif1_nocable,1,False,0.9058668840149082,1.0134700472404603,41.950402603531,1056.5432756021753,1.325,0.24707802,2007.99500864,1587.65900809,0.0,64.83436335,,,1.3110417158155123,0.0558289517853452,1.5181314682913782,0.0573837963273772,350.1486195121952,1811.832586956521,1652.2622585365853,1694.5719152173915,False
49,motif1_nocable,1,False,1.3183505782887108,1.3225482955359649,74.9192739288334,1030.146748675777,1.325,0.06102092,4932.27709292,4875.76070716,0.0,244.75037089,,,0.5207183834773444,0.0528448485189312,0.4300775624790863,0.0553424679352274,2612.59805,5625.941951020407,4912.671245652175,4876.208440816327,False
50,motif1_nocable,1,False,1.1825211303724754,0.9140950117948704,56.23944810179628,559.159256652692,1.325,0.16164183,1752.34004025,1367.34845941,0.0,64.50148864,,,1.0294201378478027,0.0533384746209465,1.2271959550887677,0.0563483815699622,1322.8267955555557,-40.08982916666667,1337.1285977777777,1384.564304166667,False
51,motif1_nocable,1,False,0.8477070599553944,1.3676737675820625,56.66405321971643,1046.9678207799295,1.325,0.05686645,5614.36066815,5558.69554864,0.0,334.23160845,,,0.4563261705445094,0.0529566083279418,0.4119555838148257,0.0555718364032172,26.073289130434784,5568.177502040816,5577.929041304349,5558.123559183673,False
53,motif1_nocable,1,False,0.8163767093915506,1.2044789343540043,57.99246144568942,269.07690719092795,1.325,0.0555389,3213.00242317,2946.24380967,0.0,155.10294324,,,2.769013243967977,0.1298610708782562,5.118408074804382,0.1851974751776356,-217.07718125,2802.1949122448978,2913.446670833333,2911.21236122449,True
52,motif1_nocable,1,False,0.8577736567953094,0.8125754877318846,85.37936619067135,726.0838849609463,1.325,0.0,2116.04064305,2116.04064305,0.0,103.02390476,,,0.0,,0.0,,-964.3272999999996,-2426.4328,2116.040599999999,2116.0406,True
54,motif1_nocable,1,False,1.282336391875651,0.8196838818899499,42.70650394946219,577.0236056005974,1.325,0.13070082,2993.5550191,1960.20214314,0.0,107.12222308,,,6.713160759994608,0.0938697272560666,4.652837400947656,0.0925912877096671,1788.4897897959183,-336.5675755102041,1930.302444897959,1983.0787,False
55,motif1_nocable,1,False,1.0585388732800023,1.3913475863186435,62.42456817617144,979.699322612372,1.325,0.05227622,5869.26797639,5826.72039633,0.0,311.92339982,,,0.4148950968018131,0.0528870730375209,0.374074181434531,0.0554270127712108,1127.9897347826088,6304.388122448978,5849.6853717391305,5824.681548979591,False
56,motif1_nocable,1,False,1.146889437402386,1.0089302797621156,21.690403784287945,400.9581244097036,1.325,0.11044673,964.8492168,889.92223819,0.0,48.81547016,,,0.810898361130654,0.0529925342707168,0.8076855901045179,0.0556084151547676,1036.7939977777776,745.4098770833334,918.10374,909.7547375,False
57,motif1_nocable,1,False,1.3277004804735073,1.05414173915932,76.94072109026479,364.7206082378906,1.325,0.04691594,1881.01406685,1862.73816898,0.0,114.01200564,,,0.3689858406860152,0.0528590975855382,0.3613853213547698,0.0552828242576771,2113.78892826087,1409.742124489796,1866.1973239130436,1871.29246122449,False
58,motif1_nocable,1,False,0.8239024894065471,1.3538341923271942,0.1037966671149562,785.2197342001739,1.325,0.04479774,5341.23747937,5306.78166485,0.0,320.6230436,,,0.3840066989600441,0.0529506381509843,0.3475885745691278,0.0552518860939767,-134.53801304347823,5263.793710204081,5296.217947826088,5327.390785714287,False
59,motif1_nocable,1,False,0.8785266575964883,1.090779192515274,15.593479801610163,457.2309255608944,1.325,0.12665356,1927.78648815,1602.99003625,0.0,71.42752233,,,3.2560233907970897,0.0748136371672798,0.7241159868816096,0.0561561453343553,-81.38686222222222,1612.2305957446808,1554.671375555556,1692.6870489361704,False
60,motif1_nocable,1,False,0.9378782232451032,1.2605911334901687,35.911209310128704,1147.5852902395186,1.325,0.0984564,4076.71463645,3945.15305652,0.0,202.4142699,,,0.7776017968147754,0.0533906541041458,0.8057461004103973,0.0559603498912684,303.3045644444444,4136.374198,3949.207917777777,3990.6199620000007,False
62,motif1_nocable,1,False,1.3717513058198998,1.1278355209836364,80.41776437347717,210.79412724284649,1.325,0.01997521,2516.97690354,2512.1250406,0.0,151.12798117,,,0.1593206118873993,0.052836353278054,0.1482856444200645,0.0552783959223359,2523.54715106383,2501.822536734694,2513.955276595744,2513.560659183673,True
61,motif1_nocable,1,False,1.3124136118708902,0.8615745218273282,55.26846244271019,1112.5114053150976,1.325,0.17273556,2897.63782177,2380.08839363,0.0,128.74499164,,,1.2721141233853688,0.0588148860854474,1.7269348553828596,0.0572209378681104,2224.58582173913,-193.241125,2318.686819565217,2382.87795,False
63,motif1_nocable,1,False,1.1498475089210056,1.1646851652163712,8.58657690595246,433.2784965061914,1.325,0.05446736,2354.10394431,2321.89294876,0.0,115.9531053,,,0.4652206426306423,0.052892787030238,0.4180681140403262,0.0552880906910777,1180.224704347826,2701.000334693877,2318.926254347826,2345.5897122448982,False
64,motif1_nocable,1,False,1.249223826496603,1.0493134448200188,50.38908356852552,1008.5207557124766,1.325,0.13827009,1928.91109564,1754.44746948,0.0,95.33089108,,,1.04762283662268,0.0529244051140956,1.0601634380015512,0.055403594290032,1880.935442222222,1700.4740687499998,1808.5295888888888,1811.681325,False
65,motif1_nocable,1,False,1.042673611847162,1.3244876867133404,39.91884662460275,838.2906691007178,1.325,0.05685246,4769.27020552,4724.0330107,0.0,244.00156776,,,0.5033208158270001,0.0529436855389451,0.4078165700222209,0.0554554842417216,895.2526434782609,5123.908532653061,4730.646760869565,4739.6054040816325,False
66,motif1_nocable,1,False,0.8147894721162375,1.030742973381824,2.896304054712412,927.9782812050042,1.325,0.23349329,2338.07889029,1827.83284207,0.0,86.25358106,,,1.391488172505114,0.0764657043433202,1.6123238716817665,0.0551630448787736,-8.783425,1864.6611688888888,1661.7841977272728,1966.4088577777773,False
67,motif1_nocable,1,False,1.0111476975100089,1.1939686128623015,72.06556937466874,752.5224382254054,1.325,0.09065138,2921.78053091,2832.12693886,0.0,134.04338657,,,0.7754588587474832,0.0529277163883317,0.6700923613620999,0.0558604249484741,528.2236133333333,3043.335342857143,2892.0969733333336,2817.5628612244905,False
68,motif1_nocable,1,False,0.8662183391480633,1.399996418921897,80.20637243961865,340.12689431878323,1.325,0.01674461,5994.69077971,5989.64872139,0.0,364.81023181,,,0.1327008257781588,0.052840248866858,0.1270158377913017,0.05525937467354,137.4387978723404,6055.218740816326,5992.750217021277,5988.3351102040815,True
70,motif1_nocable,1,False,1.1191355928364255,0.9794302885764904,31.23486508903287,570.7384675549029,1.325,0.16337403,1014.59393927,883.69819524,0.0,43.38619967,,,1.1811384751974734,0.0531329610459169,1.0921113880766034,0.055871527672669,1046.3435933333335,714.0788708333333,934.4844088888888,913.5747166666666,False
71,motif1_nocable,1,False,1.2567070911317568,0.9436106125757104,52.05685953791041,1140.4788142700197,1.325,0.18324746,2043.49496992,1773.29505553,0.0,93.178884,,,1.1840751716423057,0.0530819408142749,1.1208893614700803,0.0552455551371021,2007.112770454545,673.218859574468,1783.5448909090906,1823.8434829787236,False
69,motif1_nocable,1,False,1.062214317602632,1.2270972856645672,29.789489430080568,864.7954168912722,1.325,0.08533768,3379.29193398,3302.39985009,0.0,159.00890693,,,0.7423883050258684,0.0530809523714027,0.6591336274059136,0.0555229928110257,861.252248888889,3695.3077326530615,3301.3729444444443,3348.01636122449,False
72,motif1_nocable,1,False,1.2257974460085752,0.9855403579844014,49.02182007941935,687.6624943757877,1.325,0.13403193,1444.47173598,1362.84312086,0.0,73.00535286,,,1.0026284346160028,0.0529860786098872,1.043857342010128,0.0554542557798041,1587.475855555556,725.6043625000001,1382.73634,1394.1043354166668,False
73,motif1_nocable,1,False,0.9334818388241396,1.1024575189621677,6.218951616646952,266.5643302241176,1.325,0.0762514,1582.23402725,1506.79711318,0.0,64.66628011,,,2.3724374072249184,0.0696145000381009,0.5424973530052895,0.0555514718179616,-46.5008152173913,1506.1414244897958,1482.0828934782608,1543.3872734693878,False
74,motif1_nocable,1,False,0.989153312415721,0.9016650497028128,13.899544120725922,890.7249408593217,1.325,0.28585635,1501.15564163,918.56189024,0.0,25.17625029,,,1.5743711048637907,0.0536524697212824,1.4485241808038285,0.0562098078036218,974.7775714285714,1007.5525288888888,1009.3703785714284,958.6251888888888,False
76,motif1_nocable,1,False,1.0914136122930729,1.177863940611925,11.184533180751696,282.12266078552307,1.325,0.03696505,2427.4712069,2413.645481,0.0,117.18054346,,,0.2933664837620254,0.0528771943739333,0.2880628475870376,0.0552844834926782,834.859415217391,2731.93552244898,2411.130108695652,2424.886148979592,False
75,motif1_nocable,1,False,1.1226572541613096,1.2911212059756376,58.78188907002334,440.1105320126504,1.325,0.0336317,4131.437862,4118.02359791,0.0,206.31656803,,,0.2680327151800866,0.0528418190222262,0.2631906759844766,0.0553205248913538,1241.369497826087,4596.691604081633,4125.73594347826,4118.913965306122,False
78,motif1_nocable,1,False,1.1883505996772643,1.253257759920817,65.0789840737162,672.597709477836,1.325,0.05559395,3673.6682214,3635.41022017,0.0,180.279239,,,0.4372882037488039,0.0528591048189228,0.4305127907428274,0.0553763045201724,1594.8773434782609,4161.874040816327,3659.1269,3636.824489795919,False
77,motif1_nocable,1,False,0.8753105246879703,0.8482135277305087,82.94259501801636,214.4182899073664,1.325,0.0,1754.64890455,1754.64890455,0.0,85.81569714,,,0.0,,0.0,,-837.0155000000001,-2016.4272,1754.6489,1754.6489,True
79,motif1_nocable,1,False,0.9081752150631488,1.0771526224567298,43.91496180579762,309.4268406252616,1.325,0.11364452,1524.01699499,1313.58979005,0.0,56.04631128,,,2.9737805889212723,0.0577365545413051,2.9527294285243824,0.0628174483908722,-109.16529777777778,1269.901673469388,1311.8881244444449,1316.1426836734693,False
80,motif1_nocable,1,False,1.3742869122095045,0.8206621268909412,25.49411852544096,479.20253533418463,1.325,0.08514966,3218.07850244,2537.14918183,0.0,145.56996698,,,2.869040893780558,0.1087101449755829,7.139835228898277,0.1567760158490762,2289.141315555556,-267.49005961538467,2491.3641955555554,2436.131471153846,True
82,motif1_nocable,1,False,0.9445196860213418,1.3039465261796972,31.05774181142372,1163.6859883604295,1.325,0.08357545,4655.91363685,4554.37102481,0.0,241.88071857,,,0.7692881449903252,0.0532033530109202,0.6753482704720652,0.0557012295547826,389.4047488888889,4784.615657142857,4549.245802222223,4597.663626530612,False
81,motif1_nocable,1,False,0.8414831920969303,0.996559073643816,5.160504244767049,875.964199254334,1.325,0.25413348,2006.08074393,1516.73630598,0.0,67.28819065,,,1.244573225946038,0.0734287596336532,1.5529930649745778,0.0555569292848945,181.67314772727275,1660.7588622222222,1348.6707045454548,1683.450857777778,False
83,motif1_nocable,1,False,1.2670340781193408,0.9242078474658604,46.38452104345248,1066.3955489842374,1.325,0.17747054,2189.65675726,1868.30453571,0.0,98.63644302,,,1.1515469007540384,0.0530940384982544,1.1250822264285874,0.0553754806057044,2027.078763636364,407.2302854166667,1877.7818568181824,1884.5374104166665,False
84,motif1_nocable,1,False,1.0962332109667563,1.1490135334153568,69.55482100033194,394.1735089449775,1.325,0.05870642,2099.41484357,2065.11555823,0.0,100.09785637,,,0.5032701389260896,0.0528596977643825,0.4171234093954217,0.0554422406075804,838.5728586956523,2351.5928265306125,2088.820328260869,2063.914720408164,False
85,motif1_nocable,1,False,0.9793290392055808,1.2789187428347095,79.50877760526981,622.7951492526721,1.325,0.05199737,4032.86069184,3996.17470583,0.0,204.80459201,,,0.4083679802950352,0.0528494996606797,0.3697684361280787,0.0554388504857635,455.4116260869566,4192.786348979592,4021.622195652174,3987.0218877551015,False
86,motif1_nocable,1,False,1.1256255474457604,0.9316993674760724,75.44365888108591,390.62553698685633,1.325,0.15802144,1327.20624699,974.8439363,0.0,43.12187161,,,1.0273088220056903,0.0540131914399429,1.127376162361038,0.056042436931266,947.5947244444444,-10.560785416666665,900.9576511111112,1021.8381270833332,False
87,motif1_nocable,1,False,1.3333874792181393,1.0829395726492412,83.91166867777915,1167.3131859247032,1.325,0.12060324,2466.68692528,2312.02459497,0.0,130.79549232,,,0.9462178018826436,0.0529156131110448,0.94958222560256,0.0553072251702712,2427.720491111111,2204.720927083333,2360.02886,2363.647639583333,False
88,motif1_nocable,1,False,1.244809453459181,1.1820905271020523,36.3028748897421,495.15458127667256,1.325,0.04969987,2737.30570473,2706.44260614,0.0,141.61327451,,,0.3917173386108447,0.0528607256173437,0.3838566375617501,0.0553133264932644,1801.3202500000004,3128.4737816326533,2713.4207,2719.609542857143,False
89,motif1_nocable,1,False,0.8609089548871391,1.3194021347167633,16.703441838529027,1021.2384408991406,1.325,0.06802419,4873.0927872,4794.31625598,0.0,272.57686141,,,0.6157060864791223,0.0530886135422716,0.4843459265917333,0.0554351747909983,-13.329752173913048,4835.0451122448985,4777.313452173914,4834.105983673469,False
