sample_id,motif,has_cable,group,sf_wale,sf_course,knit_dir,pressure,crown_height,mean_stress,max_stress,boundary_reaction_mean,verts_path,stress_path,H_mean_x0,H_mean_y0,r_x0,r_y0,von_mises_x0,von_mises_y0,T_wale_x0,T_course_y0,sim_failed
2260,2,False,motif2_nocable,0.883203125,1.075390625,23.73046875,1112.109375,0.26854691,1686.11743666,2120.51123832,81.02799689,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02260_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02260_stress.csv,1.5054381728424773,1.2436411097380888,0.0559021055551578,0.057271266809504,1626.7065902439024,1835.150093023256,370.7600219512195,1949.6926976744187,False
2261,2,False,motif2_nocable,1.169140625,0.906640625,68.73046875,1112.109375,0.25182738,1540.52657085,1902.12311446,78.75656646,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02261_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02261_stress.csv,1.2294600233846709,1.1858442761093344,0.0535842250657876,0.0548150927346411,1484.4581585365854,1658.4762136363634,1666.6461975609757,472.7256113636362,False
2262,2,False,motif2_nocable,1.183203125,1.375390625,68.73046875,487.109375,0.04302503,3498.79993318,3514.83583923,199.53044045,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02262_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02262_stress.csv,0.336656220576598,0.2872214091234901,0.0528414814760287,0.0553186404872817,3509.2777533333333,3498.708652083333,1652.617224444445,4018.9231583333335,False
2263,2,False,motif2_nocable,0.869140625,1.375390625,68.73046875,487.109375,0.04613764,3620.95307213,3643.75991366,223.37085852,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02263_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02263_stress.csv,0.3662119353416939,0.3185654688567125,0.0528682997842476,0.0554226535704728,3630.886453333334,3616.864639583333,-27.92476888888889,3600.5464166666666,False
2264,2,False,motif2_nocable,1.183203125,1.206640625,68.73046875,487.109375,0.07125151,1975.10807905,2014.94712412,112.24339407,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02264_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02264_stress.csv,0.5006032014122699,0.4916153563551398,0.0528568758065877,0.0553674841154203,1995.610095555556,1980.5310291666667,1411.3356600000002,2262.5822854166668,False
2265,2,False,motif2_nocable,1.183203125,1.375390625,23.73046875,487.109375,0.04301735,3498.91203311,3514.84425273,199.49469466,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02265_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02265_stress.csv,0.3374884458746832,0.3033421806048603,0.0528622540060788,0.0553012618447536,3498.607342222223,3509.0629770833334,1652.5496244444448,4030.2618625,False
2266,2,False,motif2_nocable,1.183203125,1.375390625,68.73046875,612.109375,0.05375337,3520.67775921,3545.69080623,200.05842996,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02266_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02266_stress.csv,0.4193264728390724,0.3767117733946316,0.0528498924890619,0.0553478215689047,3537.005853333334,3520.5555125,1669.9486133333337,4044.808527083334,False
2267,2,False,motif2_nocable,0.869140625,1.206640625,23.73046875,612.109375,0.12160873,2133.43348392,2279.86794858,111.53034004,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02267_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02267_stress.csv,1.925952664840428,0.837651880419023,0.0590335753413527,0.0556158933214824,2111.7530488888888,2178.37132173913,-160.0301711111111,2091.5272978260878,False
2268,2,False,motif2_nocable,1.3332031249999998,0.925390625,1.23046875,737.109375,0.12372527,2104.58340019,2224.4131939,121.17571612,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02268_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02268_stress.csv,0.8850846403366188,0.8366333879360909,0.0527952389299507,0.05614819393338,2149.0661311111107,2068.269306382979,2223.7069311111118,171.4566106382979,False
2269,2,False,motif2_nocable,1.019140625,0.925390625,1.23046875,737.109375,0.2784874,821.61904194,1109.84261567,29.30913452,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02269_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02269_stress.csv,1.450215306118651,1.463818344214176,0.0532194801558165,0.0562931988335651,936.6851487804878,819.2198568181818,1006.711463414634,777.1793568181819,False
