sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,r,nu,crown_height,max_stress,mean_stress,cable_wale_tension,cable_course_tension,boundary_reaction_mean,cable_wale_lrest,cable_course_lrest,verts_path,stress_path
1021,material_nocable,3,False,0.8011327492720388,0.8668197225286802,75.50158640577126,1050.6085197723453,2524.4449863328473,3.218191475208382,0.584933861819874,0.5551812,1324.74357001,902.07728203,0.0,0.0,29.07358097,,,,
1022,material_nocable,3,False,1.3059976925758048,0.9915690908362308,82.88063290157662,725.2860751711954,1823.8077929654141,3.1528557964180726,0.8486794167257179,0.09527622,2181.20158122,2128.13467668,0.0,0.0,132.64931091,,,,
1027,material_nocable,3,False,1.2011410898210988,1.1307993252383506,19.737577153288477,841.0084069626805,7293.765087558644,4.396068265362827,0.6592086418237431,0.08692937,3285.09542724,3210.91244515,0.0,0.0,165.41524413,,,,
1028,material_nocable,3,False,1.344973645514242,1.2629022777232517,74.32071528430743,1055.1580036110968,1663.261481566161,4.518949422944571,0.5910078941310883,0.25009951,1729.96257323,1557.21372549,0.0,0.0,65.70997215,,,,
1032,material_nocable,3,False,1.2219801945560624,1.2407515653849148,78.32760673802271,1168.2381096566287,1654.9460712595273,4.721323543334897,0.7623676696206588,0.23970486,1967.56070743,1766.74015991,0.0,0.0,71.2377089,,,,
1029,material_nocable,3,False,0.9235770532043066,0.9378805756485566,35.76399174715985,806.043938795539,3801.115826723989,4.067934852955839,0.6158281077714529,0.36639333,1117.76707655,848.02012438,0.0,0.0,25.16869774,,,,
1030,material_nocable,3,False,1.1204507802431494,1.1136602137189444,86.05854101297639,697.837012427216,1290.5000498998552,4.7001972048355185,0.8666685498911062,0.19380393,1340.64602257,1226.16427007,0.0,0.0,54.71858957,,,,
1031,material_nocable,3,False,0.8905663498573096,1.0921002825729065,68.50308148067964,666.6959968567126,4514.545972387816,3.760930252370142,0.5080101072275652,0.32555356,889.57200507,647.07588908,0.0,0.0,20.27194196,,,,
1034,material_nocable,3,False,0.8623305778338072,1.063439429492309,38.29750219150666,481.44961475918177,5374.7837869985515,4.233779845850009,0.6667428671509776,0.29338299,674.12992634,490.49386137,0.0,0.0,17.53674801,,,,
1033,material_nocable,3,False,1.2301914291511595,1.2481154203742166,54.61172353138292,1137.9753976441118,4339.040288576238,3.106794471345378,0.5866987954234995,0.15281274,2534.59065083,2393.16869668,0.0,0.0,116.5991997,,,,
1037,material_nocable,3,False,0.9782932363671535,1.3572200653665059,88.88421621363845,846.1451810527925,7979.528993890491,3.8117093274580327,0.757673322755362,0.09015613,2758.75663744,2678.80283468,0.0,0.0,151.05916,,,,
1039,material_nocable,3,False,1.1574566046901718,1.2888778060515849,47.73518297863633,205.6797263643482,7560.2114352274675,4.288016432831402,0.49100331214412457,0.03108437,2170.56476393,2162.97692698,0.0,0.0,110.71538359,,,,
1038,material_nocable,3,False,0.9398627038925966,0.9488725009960739,40.83809178965636,769.9172763713722,6310.719716825931,3.701129156171705,0.5684449848651258,0.30815602,1145.12936382,878.01022113,0.0,0.0,27.69202192,,,,
1036,material_nocable,3,False,0.807733203939742,1.1013781401370444,31.93038968110642,816.6479062447656,4462.384423040764,3.2963320662313254,0.4530916992156543,0.38605157,949.44075631,690.5450622,0.0,0.0,26.86836677,,,,
1043,material_nocable,3,False,1.3217075373163443,0.9503525066134353,41.63239914691097,403.22451889948667,1257.9436058341246,4.29724379549161,0.8007176970015405,0.09793585,1206.33743089,1175.0242631,0.0,0.0,74.31676303,,,,
1041,material_nocable,3,False,1.398786380623482,1.2746157062180001,29.787811087429553,731.8819314959925,1458.1528158512315,3.4038964280543325,0.46127018767911937,0.21889882,1269.85451707,1167.66109085,0.0,0.0,53.31391115,,,,
1040,material_nocable,3,False,1.0301785189165524,0.8689158065044728,9.472646037022317,1191.834232588863,3294.5052648028445,3.113976186349339,0.5039379301967446,0.38910608,1518.19737078,1227.41644936,0.0,0.0,56.00021816,,,,
